n1,n15,0.15603170857443693
n1,n18,0.009102638042242095
n1,n39,0.1672104325241004
n1,n45,0.4279027926121961
n5,n9,0.13427583827972622
n5,n18,0.08767121733915995
n5,n26,0.4572407363259189
n5,n28,0.5912843596717924
n5,n32,0.873760271856342
n5,n36,0.8942305764690507
n5,n41,0.16782044397298812
n5,n49,0.948895717174385
n8,n43,0.08659130336886456
n9,n18,0.32177267375767993
n9,n26,0.8796112364325458
n9,n28,0.055461192178969054
n9,n41,0.28823596042987976
n9,n43,0.1647718262920147
n11,n15,0.605573450441368
n11,n34,0.21431359896470503
n11,n39,0.4326143432539118
n13,n20,0.009744952170005594
n15,n5,0.5616589610117865
n15,n28,0.24809601455135855
n15,n32,0.9188836803932269
n15,n34,0.6096126325874522
n15,n36,0.6921403496254308
n15,n39,0.7921555852894311
n15,n45,0.9519162859641562
n15,n49,0.14798985898706984
n18,n9,0.519956008198613
n18,n26,0.8135905326142399
n18,n32,0.15547383489252942
n18,n41,0.08056743391568277
n18,n48,0.005798904411646433
n18,n49,0.09517511078846808
n19,n26,0.003160949176987171
n21,n1,0.22875926417290282
n21,n5,0.005330265876108409
n21,n15,0.2977494752770782
n21,n45,0.04075130511283731
n25,n15,0.04321433366803418
n25,n41,0.015370083355862874
n26,n9,0.8751226129423615
n26,n18,0.3774538583266902
n26,n28,0.3302782248898485
n26,n32,0.1946230274722317
n26,n36,0.18936145064701926
n26,n41,0.15400322397719335
n26,n49,0.2655155648598365
n27,n32,0.04840072391631722
n28,n5,0.46962383911742756
n28,n9,0.04383944215973512
n28,n15,0.0743390803298789
n28,n18,0.915181950035552
n28,n26,0.058430611062483484
n28,n32,0.20674054950768683
n28,n36,0.09397065328139553
n28,n39,0.08758866897609985
n28,n41,0.11981839732020838
n28,n44,0.0008862611491035066
n28,n45,0.07426688578865726
n28,n49,0.36989424705585006
n29,n5,0.0015953410650648703
n31,n39,0.007704349916355047
n31,n40,0.004186700175069835
n32,n5,0.9978386467367307
n32,n9,0.5249272635156268
n32,n15,0.06706440778361766
n32,n18,0.8971858452096526
n32,n26,0.6904410098251517
n32,n28,0.11817707862073479
n32,n36,0.7484451219729789
n32,n41,0.20626355960399867
n32,n45,0.18325389114448787
n32,n49,0.3418090211207806
n33,n19,0.004789515206796602
n34,n5,0.22495840185896143
n34,n15,0.7199171500041708
n34,n21,0.007714673921052184
n34,n28,0.8110309717724624
n34,n32,0.6415670876952851
n34,n36,0.6907461676952915
n34,n39,0.3610062876216972
n34,n45,0.11340151770870488
n34,n49,0.21589963789538547
n36,n5,0.6954648477949226
n36,n9,0.1789594208875267
n36,n18,0.37862062941383
n36,n26,0.7335971473040429
n36,n28,0.03982396396904764
n36,n32,0.17835360503311393
n36,n39,0.07931510449702528
n36,n41,0.8836162078201711
n36,n49,0.4533631012443957
n38,n26,0.05323619466963092
n39,n1,0.058889372204220525
n39,n5,0.49036580982801947
n39,n15,0.058361157871735125
n39,n28,0.8177954467489967
n39,n32,0.9677350026479609
n39,n34,0.1976457342510871
n39,n36,0.249452422491948
n39,n41,0.015466831916574275
n39,n42,0.0006888878074354787
n39,n45,0.5744854956436342
n39,n49,0.1842278609566077
n41,n5,0.2269656902333287
n41,n8,0.11406837179025175
n41,n9,0.3777615152944571
n41,n15,0.0050258939241161205
n41,n18,0.6897639368429093
n41,n26,0.8501691850004932
n41,n30,0.003048856799256261
n41,n36,0.31600983297614094
n42,n9,0.04993361081558345
n43,n9,0.1378539408659627
n45,n5,0.2781196650606622
n45,n9,0.03113835213441385
n45,n15,0.5777271480734953
n45,n28,0.6759187262717341
n45,n32,0.791769171101576
n45,n34,0.5639442683603707
n45,n36,0.25604064977560015
n45,n39,0.2478833573785314
n45,n49,0.1155907298865001
n49,n5,0.39599004612151356
n49,n9,0.9664106497334112
n49,n18,0.6166468400409788
n49,n26,0.9435590898380173
n49,n28,0.39748510679514315
n49,n32,0.8786817953835079
n49,n33,0.0030255714203835105
n49,n34,0.021454433950771512
n49,n36,0.1719359193192065
n49,n41,0.27273833967255856
