home,0_4,0_4,0.43913
home,0_4,5_9,0.70013
home,0_4,10_14,0.45382
home,0_4,15_19,0.25108
home,0_4,20_24,0.41814
home,0_4,25_29,0.58958
home,0_4,30_34,0.56166
home,0_4,35_39,0.44455
home,0_4,40_44,0.24272
home,0_4,45_49,0.12269
home,0_4,50_54,0.1481
home,0_4,55_59,0.13615
home,0_4,60_64,0.08664
home,0_4,65_69,0.04243
home,0_4,70_74,0.01513
home,0_4,75+,0.01275
home,5_9,0_4,0.42927
home,5_9,5_9,0.56825
home,5_9,10_14,0.56563
home,5_9,15_19,0.269
home,5_9,20_24,0.11771
home,5_9,25_29,0.3709
home,5_9,30_34,0.51869
home,5_9,35_39,0.45007
home,5_9,40_44,0.3394
home,5_9,45_49,0.15992
home,5_9,50_54,0.10063
home,5_9,55_59,0.10693
home,5_9,60_64,0.07634
home,5_9,65_69,0.03964
home,5_9,70_74,0.01828
home,5_9,75+,0.01128
home,10_14,0_4,0.29022
home,10_14,5_9,0.58282
home,10_14,10_14,0.79402
home,10_14,15_19,0.4293
home,10_14,20_24,0.12883
home,10_14,25_29,0.11601
home,10_14,30_34,0.23366
home,10_14,35_39,0.36032
home,10_14,40_44,0.34993
home,10_14,45_49,0.18767
home,10_14,50_54,0.09349
home,10_14,55_59,0.04517
home,10_14,60_64,0.03292
home,10_14,65_69,0.03328
home,10_14,70_74,0.02201
home,10_14,75+,0.00981
home,15_19,0_4,0.16443
home,15_19,5_9,0.25695
home,15_19,10_14,0.45371
home,15_19,15_19,0.61516
home,15_19,20_24,0.25893
home,15_19,25_29,0.12559
home,15_19,30_34,0.07219
home,15_19,35_39,0.20687
home,15_19,40_44,0.27367
home,15_19,45_49,0.25712
home,15_19,50_54,0.16571
home,15_19,55_59,0.06239
home,15_19,60_64,0.03443
home,15_19,65_69,0.02076
home,15_19,70_74,0.01066
home,15_19,75+,0.00719
home,20_24,0_4,0.27159
home,20_24,5_9,0.14943
home,20_24,10_14,0.14833
home,20_24,15_19,0.4005
home,20_24,20_24,0.51184
home,20_24,25_29,0.30616
home,20_24,30_34,0.08551
home,20_24,35_39,0.04193
home,20_24,40_44,0.12177
home,20_24,45_49,0.22323
home,20_24,50_54,0.16131
home,20_24,55_59,0.09005
home,20_24,60_64,0.02833
home,20_24,65_69,0.01037
home,20_24,70_74,0.00711
home,20_24,75+,0.00602
home,25_29,0_4,0.63637
home,25_29,5_9,0.29163
home,25_29,10_14,0.11642
home,25_29,15_19,0.19433
home,25_29,20_24,0.37152
home,25_29,25_29,0.51744
home,25_29,30_34,0.23779
home,25_29,35_39,0.06675
home,25_29,40_44,0.03719
home,25_29,45_49,0.09897
home,25_29,50_54,0.18591
home,25_29,55_59,0.11574
home,25_29,60_64,0.06293
home,25_29,65_69,0.02253
home,25_29,70_74,0.00442
home,25_29,75+,0.00713
home,30_34,0_4,0.82528
home,30_34,5_9,0.98011
home,30_34,10_14,0.58161
home,30_34,15_19,0.1402
home,30_34,20_24,0.18978
home,30_34,25_29,0.40974
home,30_34,30_34,0.52625
home,30_34,35_39,0.28849
home,30_34,40_44,0.12135
home,30_34,45_49,0.05357
home,30_34,50_54,0.09874
home,30_34,55_59,0.12109
home,30_34,60_64,0.10916
home,30_34,65_69,0.03084
home,30_34,70_74,0.01774
home,30_34,75+,0.00783
home,35_39,0_4,0.87342
home,35_39,5_9,1.25987
home,35_39,10_14,1.08811
home,35_39,15_19,0.50231
home,35_39,20_24,0.1161
home,35_39,25_29,0.14467
home,35_39,30_34,0.29
home,35_39,35_39,0.5293
home,35_39,40_44,0.23551
home,35_39,45_49,0.08276
home,35_39,50_54,0.07061
home,35_39,55_59,0.06737
home,35_39,60_64,0.10502
home,35_39,65_69,0.06534
home,35_39,70_74,0.02988
home,35_39,75+,0.00931
home,40_44,0_4,0.53961
home,40_44,5_9,0.89373
home,40_44,10_14,0.96396
home,40_44,15_19,0.69418
home,40_44,20_24,0.24795
home,40_44,25_29,0.11249
home,40_44,30_34,0.17654
home,40_44,35_39,0.25164
home,40_44,40_44,0.37431
home,40_44,45_49,0.18291
home,40_44,50_54,0.07871
home,40_44,55_59,0.02281
home,40_44,60_64,0.06324
home,40_44,65_69,0.06709
home,40_44,70_74,0.02601
home,40_44,75+,0.01619
home,45_49,0_4,0.29897
